Date,Country,Country ISO,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Highjacked,Looting/Theft/Robbery/Burglary of Health Supplies,Access Denied or Obstructed,Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Reported Health Worker Profession,Health Workers Killed,International Health Workers Working Within The Aid System Kill,International Health Worker Outside The Aid Structure Killed,National Employees of International Aid Agencies Killed,National Employees of Local NGO Killed,Health Worker Working Within National Health Structure Killed,National Health Worker Working for Unspecified Health Provider ,"Health Workers Working for INGO, ICRC or UN Killed","Health Workers Working for LNGO,  NGO or National Society of th",Health Workers Working for local health structure killed,Health Workers Killed In Captivity,Female Health Workers Killed,Male Health Workers Killed,Health Workers Injured,International Health Workers Working Within the Aid System Inju,International Health Worker Outside the Aid Structure Injured,National Employees of International Aid Agencies Injured,Health Worker Working Within National Health Structure Injured,National Health Worker Working For Unspecified Health Provider ,Female Health Workers Injured,Male Health Workers Injured ,Health Workers Kidnapped,International Health Workers Working Within the Aid System Kidn,International Health Worker Outside the Aid Structure Kidnapped,National Employees of International Aid Agencies Kidnapped,Health Worker Working Within National Health Structure Kidnappe,National Health Worker Working for Unspecified Health Provider ,Female Health Workers Kidnapped,Male Health Workers Kidanpped,Health Workers Arrested,International Health Workers Working Within the Aid System Arre,International Health Worker Outside the Aid Structure Arrested ,National Employees of International Aid Agencies Arrested or De,Health Worker Working Within National Health Structure Arrested,National Health Worker Working for Unspecified Health Provider ,Female Health Workers Arrested or Detained,Male Health Workers Arrested or Detained,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,SiND Event ID
1/1/2016,Ethiopia,ETH,Police,Ethiopian Police,Knife,0,0,0,0,0,0,0,0,FALSE,0,1,0,1,Freed,0,1,0,Guards,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20425
5/1/2016,Yemen,YEM,Foreign Forces - Military,Saudi-led coalition in Yemen,IED,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21469
6/1/2016,Israel,ISR,Armed Forces of Government or Self-Declared Government,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21466
10/1/2016,Afghanistan,AFG,NSA,Taliban,Not Applicable - No Direct Violence,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,22767
10/1/2016,Yemen,YEM,Foreign Forces - Military,Saudi-led coalition in Yemen,Air-Launched Explosive Weapon,0,1,0,0,0,0,0,0,FALSE,1,3,0,0,,0,0,0,"HospitalStaff, ProgrammeStaff",1,0,0,1,0,0,0,1,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21470
11/1/2016,Afghanistan,AFG,Armed Forces of Government or Self-Declared Government,Afghan National Security Forces,Firearms,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,,2,0,0,ProgrammeStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21994
12/1/2016,Sudan,SDN,Multiple,"Refugees/IDPs, Sudanese Armed Forces",Firearms,0,0,0,0,0,0,0,0,FALSE,0,2,0,0,,0,0,0,Volunteer,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21475
13/1/2016,Pakistan,PAK,NSA,"Jundallah Soldiers of Allah Pakistan TTP, Taliban",IED,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,21467
14/1/2016,Egypt,EGY,Police,Egyptian Police,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,1,Freed,0,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,NotApplicable,Politically-related,NotApplicable,NotApplicable,NotApplicable,21619
15/1/2016,Burkina Faso,BFA,NSA,Al-Qaeda in the Islamic Maghreb,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,1,0,"NotAnswered, StillInCaptivity",0,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21449
15/1/2016,Afghanistan,AFG,NSA,Taliban,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,6,6,Freed,0,0,0,VaccinationWorker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,21899
19/1/2016,Pakistan,PAK,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,21480
21/1/2016,Afghanistan,AFG,Multiple,"Afghan National Security Forces, Taliban","IED, Not Applicable - No Direct Violence",0,0,0,0,0,0,0,0,TRUE,0,0,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21898
21/1/2016,Yemen,YEM,Foreign Forces - Military,Saudi-led coalition in Yemen,Air-Launched Explosive Weapon,0,0,0,0,0,0,0,0,FALSE,1,3,0,0,,0,0,0,"AmbulanceDriver, Paramedic",1,0,0,1,0,0,0,1,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21471
24/1/2016,Yemen,YEM,Foreign Forces - Military,Saudi-led coalition in Yemen,Ground-Launched Explosive Weapon,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,22843
31/1/2016,Iraq,IRQ,Multiple,"Iraqi Armed Forces, Islamic State, US Military","Air-Launched Explosive Weapon, Combination",0,0,1,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20685
1/2/2016,Afghanistan,AFG,Protestors,Local population,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,3,0,0,ProgrammeStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20486
1/2/2016,Syria,SYR,No Information,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21409
1/2/2016,Haiti,HTI,Protestors,Local population,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,1,0,0,NoInformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20489
2/2/2016,Afghanistan,AFG,Armed Forces of Government or Self-Declared Government,Afghan National Security Forces,Firearms,0,0,1,1,0,0,0,1,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,22009
5/2/2016,Syria,SYR,No Information,Unidentified Armed Actor,Air-Launched Explosive Weapon,0,0,0,0,0,0,0,0,FALSE,0,1,0,0,,0,0,0,Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21410
6/2/2016,Afghanistan,AFG,No Information,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,FALSE,3,0,3,0,Killed,0,0,0,"Driver, HeadOfProgramme, VaccinationWorker",3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,21407
7/2/2016,South Sudan,SSD,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,,0,0,0,ProgrammeStaff,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21440
7/2/2016,Libya,LBY,No Information,Unidentified Armed Actor,Air-Launched Explosive Weapon,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,,0,0,0,HospitalStaff,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21382
9/2/2016,Syria,SYR,Armed Forces of Government or Self-Declared Government,Syrian Armed Forces,Air-Launched Explosive Weapon,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21414
11/2/2016,Syria,SYR,Armed Forces of Government or Self-Declared Government,"Armed Forces of the Russian Federation, Syrian Armed Forces","Firearms, IED",0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21416
12/2/2016,Afghanistan,AFG,Armed Forces of Government or Self-Declared Government,Afghan National Security Forces,Firearms,0,0,1,0,0,0,0,1,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,22010
15/2/2016,Syria,SYR,Armed Forces of Government or Self-Declared Government,"Armed Forces of the Russian Federation, Syrian Armed Forces",Air-Launched Explosive Weapon,0,0,0,0,0,0,0,0,FALSE,11,10,0,0,,0,0,0,"Doctor, Guards, HospitalStaff",11,0,0,11,0,0,0,11,11,0,0,0,1,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21425
15/2/2016,Syria,SYR,Foreign Forces - Military,Armed Forces of the Russian Federation,Air-Launched Explosive Weapon,0,0,0,0,0,0,0,0,FALSE,0,12,0,0,,0,0,0,HospitalStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21421
16/2/2016,Afghanistan,AFG,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,5,0,Freed,0,0,0,ProgrammeStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21387
17/2/2016,Afghanistan,AFG,Armed Forces of Government or Self-Declared Government,Afghan National Security Forces,Firearms,0,0,1,0,0,0,0,0,FALSE,0,5,0,0,,5,5,0,"HeadOfProgramme, HospitalStaff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21399
17/2/2016,South Sudan,SSD,Multiple,"Dinka, Refugees/IDPs, Sudan People's Liberation Army","Combination, Firearms",0,0,0,0,0,0,0,0,FALSE,2,0,0,0,,0,0,0,ProgrammeStaff,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21393
17/2/2016,Pakistan,PAK,Civilian,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,FALSE,0,1,0,0,,0,0,0,VaccinationWorker,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,21408
18/2/2016,Syria,SYR,Armed Forces of Government or Self-Declared Government,Syrian Armed Forces,Air-Launched Explosive Weapon,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21417
22/2/2016,Afghanistan,AFG,NSA,Unidentified Armed Actor,IED,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21388
23/2/2016,Libya,LBY,Multiple,"Islamic State, Libyan National Army, Militia",Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21423
23/2/2016,South Sudan,SSD,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21394
29/2/2016,Yemen,YEM,Criminal,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,,1,0,0,Driver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21442
1/3/2016,Ethiopia,ETH,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,1,0,0,ProgrammeStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20504
1/3/2016,Afghanistan,AFG,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,2,0,FALSE,0,0,0,0,,8,0,0,"NoInformation, ProgrammeStaff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20490
1/3/2016,Yemen,YEM,No Information,Unidentified Armed Actor,Air-Launched Explosive Weapon,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21345
1/3/2016,CAR,CAF,Criminal,Criminal,No Information on the Weapon Used,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20502
1/3/2016,Ethiopia,ETH,Foreign Forces - Military,Eritrean Defence Forces,Firearms,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,,3,0,0,"Driver, ProgrammeStaff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20503
1/3/2016,Madagascar,MDG,Police,Local Authorities,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,1,0,0,NoInformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20505
1/3/2016,Madagascar,MDG,No Information,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20509
1/3/2016,Ukraine,UKR,Armed Forces of Government or Self-Declared Government,Armed Forces of Ukraine,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20514
1/3/2016,Yemen,YEM,Police,Yemen Police,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,2,NoInformation,0,0,0,ProgrammeStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20515
1/3/2016,Yemen,YEM,Multiple,"Government of Yemen, Shia al-Houthi rebels","Firearms, Unarmed Perpetrator",0,0,1,0,0,0,0,0,FALSE,0,0,0,0,,1,0,0,ProgrammeStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,20521
1/3/2016,India,IND,Police,Government of India,Not Applicable - No Direct Violence,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,Politically-related,NotApplicable,NotApplicable,NotApplicable,20547
1/3/2016,Afghanistan,AFG,Police,Government of Afghanistan,Firearms,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,21327
